lat,lon,name,category,importance,osm_id,osm_type,snap_distance_m,source
34.055738,74.401453,Affarwat,tourist_hotel,seasonal,324219350,node,,OSM via Overpass
34.05719,74.40188,Hotel Park Royal,tourist_hotel,seasonal,324219351,node,,OSM via Overpass
34.059269,74.424428,Tangmarg Bus and Taxi Station,bus_station,high,324219421,node,,OSM via Overpass
34.078764,74.832663,small_medical,small_medical,medium,324219708,node,,OSM via Overpass
34.05794,74.42134,Freestyle,tourist_hotel,seasonal,513177050,node,,OSM via Overpass
33.998857,74.894922,Pampur,bus_station,high,715200326,node,,OSM via Overpass
33.953136,74.913534,Kakapor,bus_station,high,715299160,node,,OSM via Overpass
34.084434,74.838817,Hotel Mount Inn,tourist_hotel,seasonal,763550564,node,,OSM via Overpass
34.072472,74.819429,Hotel The Residency,tourist_hotel,seasonal,763550573,node,,OSM via Overpass
34.080948,74.876819,Parimahal,tourist_spot,seasonal,773642288,node,,OSM via Overpass
34.085677,74.886887,Chesmeshahi,tourist_spot,seasonal,773642980,node,,OSM via Overpass
34.074542,74.814776,Hotel Sadaf,tourist_hotel,seasonal,953824670,node,,OSM via Overpass
34.038525,74.736016,Badgam station,bus_station,high,1064270841,node,,OSM via Overpass
34.258006,74.451179,Sopur,bus_station,high,1076907108,node,,OSM via Overpass
34.086719,74.732262,Budgam Airfield,military,medium,1076907117,node,,OSM via Overpass
34.222559,74.512164,Hamre,bus_station,high,1076907403,node,,OSM via Overpass
33.84643,75.038573,Panzgom,bus_station,high,1077030146,node,,OSM via Overpass
33.675609,75.136298,Sadura,bus_station,high,1077030256,node,,OSM via Overpass
33.738585,75.107435,Anantnag,bus_station,high,1077030271,node,,OSM via Overpass
33.887997,74.991892,Awantipura,bus_station,high,1077030354,node,,OSM via Overpass
33.789516,75.075699,Bijbiara,bus_station,high,1077030424,node,,OSM via Overpass
33.588671,75.158026,Qazigund,bus_station,high,1157665329,node,,OSM via Overpass
33.641624,74.583372,Aliabad Sarai,tourist_spot,seasonal,1179218829,node,,OSM via Overpass
33.593082,75.164962,bus_station,bus_station,high,1182740661,node,,OSM via Overpass
34.071256,74.810493,Lal Chowk,lal_chowk,high,1794589157,node,,OSM via Overpass
34.078949,74.843963,Shankaracharya Reserved Forest,tourist_spot,seasonal,1794589160,node,,OSM via Overpass
34.07101,74.811562,Biscoe Boys School,school,medium,1794589181,node,,OSM via Overpass
34.063429,74.853545,Badami Bagh,military,medium,1794591354,node,,OSM via Overpass
34.07549,74.822442,Hotel Broadway,tourist_hotel,seasonal,1794941666,node,,OSM via Overpass
34.076325,74.822098,Hotel Grand Mumtaz,tourist_hotel,seasonal,1794941674,node,,OSM via Overpass
34.128925,74.879239,Ishwar Ashram,jamia_masjid,high,1795367771,node,,OSM via Overpass
34.102307,74.88162,Vivanta by Taj,tourist_hotel,seasonal,1801629742,node,,OSM via Overpass
34.070075,74.811867,Mallinson Girls School,girls_school,medium,1810754290,node,,OSM via Overpass
34.021326,74.995943,Jwalaji Khrew Temple,jamia_masjid,high,1859212272,node,,OSM via Overpass
34.096613,74.831357,ehsan guesthouse,tourist_hotel,seasonal,2115554762,node,,OSM via Overpass
34.087104,74.829457,Ajaz,tourist_hotel,seasonal,2379445973,node,,OSM via Overpass
34.074944,74.832791,Akbar Residency,tourist_hotel,seasonal,2379445974,node,,OSM via Overpass
34.084384,74.823228,Butterfly,tourist_hotel,seasonal,2379445976,node,,OSM via Overpass
34.090333,74.820695,City Grace,tourist_hotel,seasonal,2379445978,node,,OSM via Overpass
34.084209,74.823467,Comforts,tourist_hotel,seasonal,2379445979,node,,OSM via Overpass
34.081174,74.828967,Dal Fog,tourist_hotel,seasonal,2379445980,node,,OSM via Overpass
34.076276,74.830216,Hotel Darbar And Restaurant,tourist_hotel,seasonal,2379445981,node,,OSM via Overpass
34.086546,74.842986,Diplomat,tourist_hotel,seasonal,2379445983,node,,OSM via Overpass
34.086197,74.829638,Fouzia,tourist_hotel,seasonal,2379445984,node,,OSM via Overpass
34.08388,74.838311,Green Hill,tourist_hotel,seasonal,2379445985,node,,OSM via Overpass
34.081952,74.833988,HeemalHotel Heemal,tourist_hotel,seasonal,2379445987,node,,OSM via Overpass
34.085503,74.82863,Hilal Palace,tourist_hotel,seasonal,2379445988,node,,OSM via Overpass
34.084529,74.838854,Hill Site,tourist_hotel,seasonal,2379445989,node,,OSM via Overpass
34.083388,74.835263,Holiday Inn,tourist_hotel,seasonal,2379445990,node,,OSM via Overpass
34.081654,74.829856,Hotel Akbar,tourist_hotel,seasonal,2379445991,node,,OSM via Overpass
34.086223,74.843097,Hotel Season Palace,tourist_hotel,seasonal,2379445993,node,,OSM via Overpass
34.084531,74.838817,Humza,tourist_hotel,seasonal,2379445994,node,,OSM via Overpass
34.090475,74.820444,Ifam's health center,clinic,medium,2379445995,node,,OSM via Overpass
34.075406,74.833652,Iqbal,tourist_hotel,seasonal,2379445996,node,,OSM via Overpass
34.082995,74.829554,John Friends House,tourist_hotel,seasonal,2379445997,node,,OSM via Overpass
