Route_Code,Route_Name,Eng_O,Eng_D,Eng_KM,Eng_Cycle_Min,Eng_Headway,Eng_Fleet,Eng_Type,Eng_Load,Real_RoadKM,Real_OneWay_Time,Real_Service,Coord_Check,KM_Delta_Pct,Time_Check,Verdict,Finding,Sources
KGSR02020139,Devsur to Srinagar,"33.639414,75.094115","34.07457,74.820502",65.241,195.7,50,5,Regional_District,0.11,71-76,~1h45m-2h,JKSRTC + heavy private sumo via Kulgam-Anantnag-NH44,OK - coord ~8km E of Kulgam matches Devsar tehsil (6km E of Kulgam),-11,one-way ~98min plausible vs ~105-120 real,PASS,Devsar (Bona Devsar) is a real tehsil town 6km east of Kulgam; corridor runs via Kulgam then NH44. Engine 65km slightly under real ~71-76km but within tolerance. Headway/fleet sane for a district lifeline.,"kulgam.nic.in/how-to-reach, en.wikipedia.org/wiki/Devsar,_Jammu_and_Kashmir, distancebetween2.com/srinagar/kulgam"
BRSR01020239,Fathgath to Srinagar,"34.1981,74.364653","34.07457,74.820502",56.5,169.5,50,5,Regional_District,0.072,50-55,~1h-1h15m,JKSRTC + private on Baramulla-Pattan-Srinagar NH (frequent),OK - coord by Baramulla; Fatehgarh/Fatehgadh is ~5km from Baramulla,9,one-way ~85min vs real ~60-75min - slightly long,PASS,Fathgath = Fatehgadh/Fatehgarh village ~5km from Baramulla; well-served Srinagar-Baramulla NH corridor (Pattan 27km from Srinagar). Engine 56.5km vs real ~50-55km is within +9%. Coord correct.,"en.wikipedia.org/wiki/Fatehgadh,_Baramulla, onefivenine.com Fatehgarh, en.wikipedia.org/wiki/Pattan"
SPSR01020139,Harman to Srinagar,"33.717153,74.831268","34.07457,74.820502",48.805,146.4,50,4,Regional_District,0.131,48-60,~1h-1h20m,JKSRTC/sumo via Shopian-Pulwama-Srinagar,"REVIEW - coord (33.717,74.831) sits on Shopian town, not Herman village which is ~8.7km SW of Shopian",-2,one-way ~73min plausible,REVIEW,Harman = Herman, a real Shopian tehsil ~8.7km SW of Shopian town. Engine pinned it to Shopian town coords (~50km) rather than Herman proper (~59-60km from Srinagar). Distance to the placed point is fine; the endpoint is the district-town approximation. Re-pin to actual Herman if precise terminal needed.,"en.wikipedia.org/wiki/Herman,_Shopian, distancebetween2.com/shopian/srinagar, shopian.nic.in"
SPSR01020239,Heff to Srinagar,"33.795859,74.973311","34.07457,74.820502",40.635,121.9,50,4,Regional_District,0.095,44-48,~1h-1h10m,sumo/minibus via Pulwama corridor,OK - Heff is ~7km E of Shopian toward Kulgam/Pulwama; coord consistent,-12,one-way ~61min plausible,PASS,Heff is a real village in Shopian block (~46km from Srinagar, 7km E of Shopian). Engine 40.6km is ~12% under real ~44-48km - within tolerance. Coord and corridor sound.,"onefivenine.com/india/villages/Shopian/Shopian/Heff, villageinfo.in Heff, distancebetween.co.in shopian-srinagar"
SRBG02022003,Jehangir Chowk to Budgam,"34.071881,74.804719","34.006185,74.641626",45.581,136.7,50,4,Regional_District,0.098,10-13,~25-35min,JKSRTC + very frequent local minibus (Budgam is a Srinagar satellite),OK - both coords correct (Jehangir Chowk central Srinagar; Budgam town),314,one-way ~68min is ~2-3x too long for an 11km trip,REVIEW,"Straight-line is only 16.7km but engine road=45.6km (circuity 2.73x); real Srinagar/Jehangir Chowk to Budgam is ~10-13km by road. Engine over-modeled the corridor ~4x - likely a routing detour artifact. Fix Route_KM to ~11-13km; cycle/fleet should drop accordingly.","yatra.com budgam-to-srinagar (9km), mapsofindia.com budgam-to-srinagar, haversine 16.7km"
BRBR02010101,Kamalkote to Baramulla,"34.085545,74.045409","34.208735,74.342587",45.819,137.5,35,5,Regional_District,0.767,37-46,~1h-1h20m,JKSRTC + sumo on Uri-Baramulla NH (LoC border zone),OK - Kamalkote is in Uri block ~9km from Uri; coord plausible west of Uri,0,one-way ~69min vs ~60-80min real on winding Uri NH,PASS,Kamalkote is a real Gram Panchayat in Uri block ~37km W of Baramulla via Uri. Engine 45.8km within range (sources give 37-46km; Uri-Baramulla NH winds along Jhelum). Border/LoC zone - permits/winter constraints exist (unmodelled). Fleet/headway sane.,"onefivenine.com Kamalkote, gramvikas...uri/kamalkote, facebook Baramulla-Uri 50km"
SPSR01020339,Kaprin to Srinagar,"33.66973,74.904441","34.07457,74.820502",58.528,175.6,50,5,Regional_District,0.17,55,~1h15m-1h30m,sumo/minibus via Shopian-Pulwama,OK - Kaprin is ~9km E of Shopian; coord consistent,6,one-way ~88min slightly long vs ~75-90min,PASS,Kaprin is a real village in Shopian tehsil ~9km from Shopian (~55km from Srinagar). Engine 58.5km within +6%. Coord and corridor sound.,"onefivenine.com/india/villages/Shopian/Shopian/Kaprin, shopian.quora.com, distancebetween.co.in shopian"
KGSR03020339,Katrosoo to Srinagar,"33.686656,74.994781","34.07457,74.820502",69.172,207.5,50,6,Regional_District,0.109,75-77,~1h40m-2h,sumo via Kulgam-Anantnag-NH44,OK - Katrusu is ~7km from Kulgam; coord plausible,-9,one-way ~104min plausible vs ~110-120min,PASS,Katrosoo = Katrusu, a real Kulgam-tehsil village ~7km from Kulgam (~75-77km from Srinagar via Kulgam+NH44). Engine 69.2km ~9% under - within tolerance. Coord/corridor sound.,"villageinfo.in/kulgam/kulgam/katrusu, mapsofindia.com katrusu, distancebetween2.com/srinagar/kulgam"
KGSR03020239A,Khull Ahmadabad to Srinagar,"33.645205,75.018914","34.07457,74.820502",66.828,200.5,50,6,Regional_District,0.105,67-72,~1h35m-1h50m,JKSRTC + sumo via Kulgam-NH44,REVIEW - coord = Kulgam town (33.645/75.019); Khull village approximated to district town,-5,one-way ~100min plausible,REVIEW,"Khull is a real Kulgam Nayabat (pin 192233); engine pinned ""Khull Ahmadabad"" to Kulgam town coords (the A/B suffix pairs it with the Kulgam route on the same point). Distance fine vs Kulgam-Srinagar ~69km; endpoint is a known district-centre approximation, not the actual Khull/Ahmadabad locality. Re-pin if precise terminal required.","indiatvnews.com pincode/kulgam/khull, mindat.org Khul Kulgam, kulgam.nic.in (Khull Nayabat)"
KGSR03020239B,Kulgam to Srinagar,"33.64457,75.018745","34.07457,74.820502",67.019,201.1,50,6,Regional_District,0.106,67-69,~1h20m-1h40m,JKSRTC + frequent sumo via Anantnag-NH44,OK - coord = Kulgam town (33.644/75.019) exact,-3,one-way ~100min vs real ~80-100min,PASS,Kulgam-Srinagar is a real, well-served district corridor; sources give 67-69km road. Engine 67.0km matches (-3%). Coord exact. Headway/fleet sane for a district trunk lifeline.,"distancebetween2.com/srinagar/kulgam, kulgam.nic.in/how-to-reach, distancer.in kulgam-srinagar"
