Route_Code,Route_Name,Eng_O,Eng_D,Eng_KM,Eng_Cycle_Min,Eng_Headway,Eng_Fleet,Eng_Type,Eng_Load,Real_RoadKM,Real_OneWay_Time,Real_Service,Coord_Check,KM_Delta_Pct,Time_Check,Verdict,Finding,Sources
SRBG02023902,Srinagar to Badrun,"34.07457,74.820502","34.034217,74.545671",33.307,99.9,50,3,Regional_District,0.038,"24-26",~45-55 min,Private/sumo + JKRTC via Beerwah/Magam,OK,33,plausible,REVIEW,"Badran/Budran is a village in Beerwah/Magam tehsil ~25 km from Srinagar; engine 33.3 km is ~33% high (likely a via-routing/coord overshoot west). Corridor real and served. Suggest trimming Route_KM toward ~25 km.","onefivenine.com (Budran/Khag); en.wikipedia.org/wiki/Badran,_Kashmir; en.wikipedia.org/wiki/Beerwah"
SRBG02013902,Srinagar to Beeru,"34.07457,74.820502","34.014196,74.718705",15.277,45.8,50,2,Regional_District,0.012,~25,~45 min,Srinagar-Budgam-Khansahib (Doodhpathri route) sumo/bus,COORD OFF,-39,under,REVIEW,"Raiyar (Beeru) in Khan-Sahib block is ~25 km from Srinagar by road; engine coord (34.014,74.719) sits only 11.5 km straight-line, pinned too close to Srinagar (real Beeru ~33.96N,74.65E). Engine 15.3 km under-models by ~39%. Re-pin endpoint and re-route.","onefivenine.com/Raiyar-Beeru/Khan-sahib; villageinfo.in raiyar-beruwa; budgam.nic.in Doodhpathri"
SRBG02043901,Srinagar to Charishreef,"34.07457,74.820502","33.862393,74.769676",31.248,93.7,50,3,Regional_District,0.091,"28-33",~54 min,Regular bus/sumo Srinagar-Chrar-i-Sharief,OK,2,plausible,PASS,"Charar-i-Sharief (Budgam) is a real, well-served pilgrimage town 28-33 km from Srinagar. Engine 31.2 km sits in the source midpoint; coord on the south approach toward Yusmarg is fine. Headway generous vs real frequency but per design.","distancebetween2.com srinagar/charari_sharief; distancesfrom.com (28 km); trawell.in charar-e-sharief"
SRBG02023904,Srinagar to Chewdara,"34.07457,74.820502","34.026765,74.605522",28.163,84.5,50,3,Regional_District,0.029,~23,~40-45 min,Beerwah-block sumo/bus,OK,22,plausible,REVIEW,"Chewdara (Beerwah block) is ~23 km from Srinagar (3 km from Beerwah). Engine 28.2 km is ~22% high. Real corridor and service exist; trim Route_KM toward ~23 km.","onefivenine.com Chewdara-A/Beerwah; en.wikipedia.org/wiki/Chewdara; indiainfo.net pincode 193411"
SRKW02013901,Srinagar to Chowkibal,"34.07457,74.820502","34.52207,74.185035",94.972,284.9,50,7,Regional_District,0.144,"125-126",~2h 30m,JKRTC/sumo via Kupwara (border-belt town),OK,-25,under (mountain belt),REVIEW,"Chowkibal (Kupwara, on the Tangdhar/Sadhna Pass approach) real road ~125 km; engine 94.97 km under-models by ~25% - routing engine under-counts the Srinagar-Kupwara-Chowkibal hill road. Corridor real, near LoC. Lengthen Route_KM/cycle.","distancesfrom.com srinagar-to-Chowkibal-Kupwara (125 km); alldistancebetween.com srinagar-chowkibal-kupwara"
SRKW02033901,Srinagar to Dardpora,"34.07457,74.820502","34.509274,74.083674",106.39,319.2,50,9,Regional_District,0.159,"98-106",~2h 45m,JKRTC/sumo via Kupwara-Kralpora (Lolab belt),OK,3,plausible,REVIEW,"Two Dardporas in Kupwara; engine coord (far-west 74.08E) is the Kralpora/LoC-side village, plausibly ~98-106 km road. Engine 106 km OK against that. BORDER/permit belt, single-lane, winter-prone - feasibility caveat (seasonality unmodelled).","onefivenine.com Dardpora/Sogam & Dardpora-A/Kralpora; kupwara.nic.in Lolab; yatra.com srinagar-kupwara"
SRBP02033901,Srinagar to Hajin,"34.07457,74.820502","34.287194,74.620791",35.566,106.7,50,4,Regional_District,0.03,~32,~50 min,Frequent sumo/bus Srinagar-Hajin (Bandipora),OK,11,plausible,PASS,"Hajin (Sumbal/Bandipora) is a real, well-served town ~32 km by road; engine 35.6 km within tolerance. Coord and corridor sound.","distancesfrom.com srinagar-to-Hajin-PS (32 km); onefivenine.com Hajin/Bandipora; bandipore.nic.in how-to-reach"
SRKW02013902,Srinagar to Handwara,"34.07457,74.820502","34.399395,74.283019",73.767,221.3,50,6,Regional_District,0.105,"71-75",~1h 25m,Regular JKRTC/sumo Srinagar-Handwara,OK,1,plausible,PASS,"Handwara (Kupwara dist.) real road 71-75 km; engine 73.8 km dead-on. Coord and corridor correct.","distancesfrom.com srinagar-to-Handwara (73-75 km); distancebetween2.com handwara/srinagar; handwara.jkonline.in"
SRBG02023905,Srinagar to Isganderpora,"34.07457,74.820502","34.025543,74.567653",33.616,100.8,50,4,Regional_District,0.026,~25-28,~45 min,Beerwah-block sumo/bus,OK,27,plausible,REVIEW,"Iskanderpora (Beerwah block, pincode 193411 with Beerwah/Chewdara/Kandoora) sits in the ~25-28 km belt; engine 33.6 km is ~27% high (via-routing overshoot). Real corridor; trim Route_KM.","indiainfo.net pincode 193411 (Kandoora cluster); onefivenine.com Beerwah villages; en.wikipedia.org/wiki/Beerwah"
SRBR02073903,Srinagar to Karhama,"34.07457,74.820502","34.061943,74.51838",32.861,98.6,50,3,Regional_District,0.038,~33,~55 min,Local sumo/bus (Budgam/Kunzer belt),OK,0,plausible,PASS,"Karhama (~6 km from Budgam HQ, Kunzer/Budgam belt) ~33 km from Srinagar; engine 32.9 km dead-on. Corridor real.","onefivenine.com Karhama/Kunzer & Budgam; villagemaps.in karhama-budgam; budgam.nic.in"
SRSP02013904,Srinagar to Keller,"34.07457,74.820502","33.762682,74.765946",50.376,151.1,50,5,Regional_District,0.114,~47,~1h 15m,Sumo/bus via Shopian (Keller is ~12.5 km N of Shopian),OK,7,plausible,PASS,"Keller, Shopian is a real village ~47 km from Srinagar (Shopian ~48-51 km, Keller ~12.5 km from Shopian town); engine 50.4 km within tolerance. Coord/corridor sound.","en.wikipedia.org/wiki/Keller,_Shopian; distancesfrom.com srinagar-to-Shopian (48 km); shopian.nic.in"
SRBG02023906,Srinagar to Khag,"34.07457,74.820502","33.999215,74.529753",37.849,113.5,50,4,Regional_District,0.035,~35,~1h,JKRTC/sumo Srinagar-Beerwah-Khag,OK,8,plausible,PASS,"Khag (Beerwah sub-division, Budgam) ~35 km from Srinagar; engine 37.8 km within tolerance. Real town and corridor.","en.wikipedia.org/wiki/Khag,_Jammu_and_Kashmir; onefivenine.com Khag/Badgam; mapsofindia.com khag village"
