Route_Code,Route_Name,Eng_O,Eng_D,Eng_KM,Eng_Cycle_Min,Eng_Headway,Eng_Fleet,Eng_Type,Eng_Load,Real_RoadKM,Real_OneWay_Time,Real_Service,Coord_Check,KM_Delta_Pct,Time_Check,Verdict,Finding,Sources
"SRSR02020427","Batamallo to Pantha Chowk","34.069343,74.791812","34.028571,74.905785","17.436","87.2","35","4","Peri_Urban","0.085","11-15 (range; airport-Pantha Chowk approx 15km; Srinagar Railway Station to Pantha Chowk 9-11km; Batamaloo adds a few km via city)","approx 25-35 min","Real corridor; SSCL/JKRTC city services and private minibuses run on the Batamaloo-Jehangir Chowk-Pantha Chowk/bypass corridor","OK - both endpoints real and well-known Srinagar hubs; haversine 11.4km vs engine 17.4km road distance is a plausible city-road circuity factor","30","One-way approx 43.6min for approx 17km in dense city traffic plausible given congestion and Jhelum-side roads","REVIEW","Corridor and endpoints are real (Batamaloo bus stand and Pantha Chowk are both well-documented hubs) but no source gives a direct Batamaloo-Pantha Chowk road figure; using Srinagar-RS/Airport proxies, real road distance is estimated 11-15km vs the engine's 17.4km, a roughly 30% high delta - outside tight tolerance but plausible given indirect routing.","distancesfrom.com,alldistancebetween.com,yatra.com"
"SRGB02010501","Batamaloo to Beehama Ganderbal via Hazratbal Zakura","34.068715,74.779627","34.238742,74.801989","26.584","132.9","15","11","Peri_Urban","0.251","20-35 (sources vary; documented SSCL alignment via Soura/90ft Road/Beehama traditionally cited around 35km; direct new-bridge route is shorter at approx 15-20km)","approx 50-60 min including city and rural stretch","CONFIRMED - matches the real SSCL Smart City e-bus Route 6: Batamaloo to Ganderbal via Qamarwari, Soura, 90ft Road, Nagbal, Darend, Beehama, Ganderbal, reported by Kashmir Observer and Kashmir Life; CMP_Trunk=True is consistent with this being an SSCL backbone route at 15-min design headway","OK - both endpoints and the via-corridor are real; alignment matches a documented SSCL route closely","minus24 to 0 depending on source used","132.9min round-trip cycle (approx 66min one-way) is plausible for a 26-35km mixed urban/rural corridor with city congestion","REVIEW","Real, well-documented SSCL trunk route (Route 6, Batamaloo-Ganderbal via Soura-Beehama) confirmed by two independent press sources; however the engine's 26.6km is shorter than the approx 35km figure widely cited for the traditional Beehama-routed alignment, suggesting the modelled path may cut a more direct line than the real via-Hazratbal-Zakura-Soura alignment takes. Headway (15 min) and fleet (11 buses) are consistent with SSCL backbone design.","kashmirobserver.net,kashmirlife.net,ganderbal.nic.in"
"SRBG02020503","Batamaloo to Budgam Railway Station via Khumeni Chowk","34.068715,74.779627","33.990555,74.712541","15.685","78.4","15","7","Peri_Urban","0.177","9-15 (yatra.com area distances approx 9km; other aggregator sources approx 15km for the fuller via-Khumeni-Chowk alignment)","approx 20-25 min","Real corridor on the Srinagar-Budgam highway; SSCL e-bus Route 6B/10 family and JKRTC/private minibuses commonly run Batamaloo-Budgam via Khumeni Chowk/Mirgund/DC Office","OK - both endpoints real; Budgam Railway Station is a known stop on the Baramulla-Banihal rail line and a common bus destination","31","78.4min cycle (approx 39min one-way) for 15.7km in city plus highway mix is plausible","REVIEW","Real, well-established corridor (Srinagar-Budgam highway via Khumeni Chowk) confirmed by an SSCL route-chart reference and multiple distance sources; engine's 15.7km sits at the upper end of the cited 9-15km range, a roughly 31% delta versus the lower-bound figure but consistent with the longer via-Khumeni-Chowk alignment actually being used.","yatra.com,distancesfrom.com,kashmirlife.net"
"SRBG02030502","Batamaloo to Charesharief via Chadoora","34.068715,74.779627","33.881592,74.73756","29.633","148.2","15","12","Peri_Urban","1.119","24-33 (distancebetween2.com 24km; distancesfrom.com approx 28km; other sources up to 33km)","approx 40-50 min","Real corridor; Charar-e-Sharief is a major pilgrimage town (shrine of Sheikh Noor-ud-din Noorani) with regular JKRTC and private bus service from Srinagar via Chadoora; the unusually high Load (1.119, over capacity) is consistent with strong pilgrim demand","OK - both endpoints and the via-point (Chadoora) are real and well documented","4","148.2min cycle (approx 74min one-way) for approx 30km of mixed terrain with pilgrim-town traffic is plausible","PASS","Real, well-documented pilgrimage corridor (Charar-e-Sharief shrine town) via Chadoora; engine's 29.6km falls within the 24-33km range cited by multiple independent distance sources (midpoint approx 28.5km, only approx 4% delta), and the over-1.0 load factor is consistent with known heavy pilgrim ridership.","distancebetween2.com,distancesfrom.com,jktdc.co.in,trawell.in"
"SRBG02060502","Batamaloo to Dc Office Budgam","34.068715,74.779627","33.990555,74.712541","15.685","78.4","15","7","Peri_Urban","0.177","9-15 (same destination area as Budgam Railway Station/town centre; DC Office Budgam sits in the same town)","approx 20-25 min","Real corridor; Budgam town (DC office) is the district headquarters with regular JKRTC/private bus service from Srinagar","OK - DC Office Budgam and Budgam Railway Station are both real and located close together in Budgam town","31","Same cycle profile as the Budgam Railway Station route (identical coordinates) - plausible","REVIEW","This row has identical origin/destination coordinates and identical KM/Cycle/Fleet to SRBG02020503 (Batamaloo to Budgam Railway Station) - flagged as a likely duplicate/near-duplicate corridor in the dataset. Both places are real and the distance band (9-15km vs engine 15.7km) is the same as its twin; the duplication itself should be reviewed in the engine's route-consolidation logic.","onefivenine.com,budgam.nic.in"
"SRPW02030501","Batamaloo to Drussu Pulwama via Marwal","34.068715,74.779627","33.883537,74.926117","32.735","163.7","15","13","Peri_Urban","0.54","26-32 (Srinagar-Pulwama road distance cited 26-32km across sources; Drussu and Marwal are real villages slightly beyond Pulwama town, adding a few km)","approx 45-55 min","Real corridor; Pulwama town has regular JKRTC and private minibus service from Srinagar, with feeder extensions to outlying villages such as Drussu and Marwal typical of rural-lifeline routes; no source named this specific service directly","OK - Pulwama corridor and Marwal are real; Drussu could not be independently pinpointed by name but sits in the right general area beyond Pulwama town","5","163.7min cycle (approx 82min one-way) for approx 33km including rural village roads is plausible","REVIEW","Could not independently confirm the specific named 'Drussu via Marwal' service in public sources, though the general Srinagar-Pulwama corridor (26-32km) is well documented and the modelled 32.7km sits consistently just beyond it (approx 5% above the upper bound), consistent with continuing past Pulwama town to Drussu village. Treat as plausible but unverified at the exact village-name level.","yatra.com,distancebetween2.com,distancefromto.net"
"SRPW02020501","Batamaloo to Khrew Bus Stand","34.068715,74.779627","34.040281,74.926779","18.186","90.9","15","9","Peri_Urban","0.117","18-23 (one source cites Srinagar-Khrew at 23km; Khrew is also documented at approx 20km from Lal Chowk; haversine straight-line is only 13.9km)","approx 25-35 min","Real corridor; Khrew is a well-known limestone/cement-industry town in Pulwama district on the Srinagar-Pampore-Khrew road, served by JKRTC and private buses","OK - Khrew is real and well documented (approx 20-23km from Srinagar/Lal Chowk)","minus15 to 1","90.9min cycle (approx 45min one-way) for an industrial-corridor route with truck traffic is plausible","PASS","Real, well-known destination (Khrew limestone/cement town) with road distance (18-23km from Srinagar/Batamaloo area) bracketing the model's 18.2km closely. Headway/fleet (15 min/9 buses) is plausible for a peri-urban industrial-belt corridor.","en.wikipedia.org,greaterkashmir.com,alldistancebetween.com"
"SRPW02020503","Batamaloo to Pinglena Pampore via Galandar","34.068715,74.779627","33.998932,74.940483","22.233","111.2","15","10","Peri_Urban","0.111","14-30 (Srinagar-Pampore cited 14km direct or up to 30km via the longer Khrew-style alignment; Pinglena is a real village near Koil/Pampore, a few km beyond Pampore town, consistent with the higher end)","approx 35-40 min","Real corridor; Pampore (saffron town) and its outlying villages such as Pinglena are served by JKRTC/private buses from Srinagar via the NH44 corridor; Galandar could not be independently confirmed by name but is plausible as a local via-point","OK - Pinglena and the Pampore corridor are both real and documented; Galandar unconfirmed but plausible local hamlet","minus3 to 11","111.2min cycle (approx 56min one-way) for approx 22km with a detour is plausible","PASS","Real corridor with a documented destination village (Pinglena, confirmed via jkpanchayat/villageinfo records near Koil) at a distance band (14-30km, realistic midpoint approx 21km) that brackets the model's 22.2km well. The via-point Galandar was not independently verifiable but does not affect overall plausibility.","onefivenine.com,villageinfo.org,distancebetween2.com"
"SRSR02021523","GBS to LAL Chowk","34.068428,74.810015","34.071262,74.810527","20.326","101.6","35","4","Peri_Urban","0.044","0.3-2 (haversine between the two given coordinates is only 0.32km; if GBS denotes the General Bus Stand Batamaloo, the real road distance Batamaloo-Lal Chowk is commonly cited around 3-5km)","approx 2-15 min for a true point-to-point trip at this distance","Lal Chowk is the central SSCL/JKRTC hub with multiple routes converging there; a GBS-Lal Chowk shuttle is plausible in concept but not at the distance/time the engine models for these specific coordinates","FAIL - the Origin and Destination coordinates given (34.068428,74.810015 and 34.071262,74.810527) are only about 0.32km apart by haversine, essentially the same immediate point near Lal Chowk/Residency Road, yet the engine models a 20.3km road distance and 101.6min round-trip cycle for them","approx 6300percent or not meaningfully computable","Cycle time of 101.6min for two points 0.3km apart is geometrically impossible","FAIL","Critical data error: the origin (GBS) and destination (Lal Chowk) coordinates are essentially the same point in central Srinagar (0.32km apart by haversine), yet the route is modelled with 20.3km length and a 101.6-minute round-trip cycle (4 buses, 35-min headway). This is geometrically impossible for two points 300m apart and indicates a coordinate or geocoding error - likely GBS was geocoded to a point immediately adjacent to Lal Chowk rather than to the actual General Bus Stand Batamaloo (approx 5km away). The underlying GBS-Lal Chowk corridor concept is plausible only if GBS is correctly resolved to a distinct, distant terminus. Recommend re-geocoding before this route is used in the plan.","onefivenine.com,kashmirlife.net,manual haversine calculation"
"SRSR01020409","Hazratbal to Bone Joint Hospital Barzalla","34.127549,74.835646","34.057988,74.789692","15.276","76.4","20","5","Peri_Urban","0.058","8-12 (Hazratbal is cited approx 8-10km from Srinagar city centre/Railway Station; Barzulla/Bone and Joint Hospital is closer to the centre; no single direct point-to-point source found)","approx 15-25 min","Real corridor; Hazratbal shrine and Bone and Joint Hospital Barzulla are both well-known Srinagar landmarks; a JKRTC city corridor (Batamaloo-Hazratbal via Doodh Ganga Road/Nawakadal/Hawal, and its reverse) passes through this general area near Barzulla/Rambagh","OK - both endpoints are real, well-documented Srinagar landmarks; haversine 8.8km is consistent with a routed distance somewhat higher due to a lakeside detour","27-70","76.4min cycle (approx 38min one-way) for a hospital-shuttle route through congested city streets is plausible given downtown traffic","REVIEW","Both endpoints are real and well-known (Hazratbal shrine, Bone and Joint Hospital Barzulla) and a hospital-access shuttle on this general corridor is plausible (a documented JKRTC route passes near Barzulla), but no direct point-to-point distance source was found; using Hazratbal's general 8-10km distance from the city centre as a proxy against the engine's 15.3km implies a notable but plausible circuity/detour factor. Recommend a direct Google Maps check before sign-off.","srinagar.nic.in,mappls.com,distancesfrom.com"
