Route_Code,Route_Name,Eng_O,Eng_D,Eng_KM,Eng_Cycle_Min,Eng_Headway,Eng_Fleet,Eng_Type,Eng_Load,Real_RoadKM,Real_OneWay_Time,Real_Service,Coord_Check,KM_Delta_Pct,Time_Check,Verdict,Finding,Sources
"SRGB02033903","Srinagar to Safapora Sumbal","34.07457,74.820502","34.254903,74.664049","30.51","91.5","50","3","Regional_District","0.03","30","~50-60 min","JKRTC/private run Srinagar-Ganderbal-Safapora and Srinagar-Sumbal corridor regularly","OK - dest in Ganderbal/Sumbal belt ~25 km straight-line, consistent","2","plausible","PASS","Real corridor; Safapora ~30 km via Sumbal or Ganderbal, matches modelled 30.5 km exactly. Coords good. 50-min headway slightly generous for a short feeder but sane.","wikipedia.org/wiki/Safapora; distancesfrom.com; rome2rio.com"
"SRBG02023911","Srinagar to Shanglipora","34.07457,74.820502","33.971646,74.530845","42.037","126.1","50","4","Regional_District","0.045","30-40","~1 hr","Private/sumo serve western Budgam (Beerwah/Khansahib belt); JKRTC limited","OK - dest in west Budgam near Beerwah/Khansahib ~29 km straight-line","20","plausible-high","REVIEW","Shanglipora is a village near Beerwah/Khansahib (W Budgam); Beerwah is 27-35 km by road, Shanglipora a few km further (~33-38 km). Modelled 42 km is ~20% high, likely a via-routing detour. Corridor real, headway sane. Fix: verify routing does not loop.","wikipedia.org/wiki/Beerwah; citymeter.net; onefivenine.com"
"SRKW02033906","Srinagar to Tangdar","34.07457,74.820502","34.643054,74.149996","120.829","362.5","50","10","Regional_District","0.171","~150-152","~5 hr","JKRTC/private run ~1-2 buses/day Srinagar-Kupwara-Tangdhar over Sadhna Pass; NOT a 50-min frequency corridor","OFF - engine dest 34.643,74.150 is N of Kupwara town, NOT the real Tangdhar/Karnah town at 34.40,73.86 (~27 km W across Sadhna Pass)","-20","UNDER - engine 181 min one-way vs real ~5 hr","REVIEW","Endpoint misplaced ~27 km short of actual Tangdhar (real town 34.40,73.86 across Sadhna Pass). Real road ~150-152 km vs modelled 121 km; engine under-models the 3000m Sadhna Pass switchbacks. 50-min headway is unrealistic for a border road truly served ~1-2 buses/day. Seasonality unmodelled (pass closes in winter).","wanderon.in/blogs/teetwal-valley; mapsofindia.com/villages...karnah/tangdhar; kupwara.nic.in/tourist-place/sadhna"
"SRBR02073904","Srinagar to Tangmarg","34.07457,74.820502","34.058254,74.422736","40.568","121.7","50","4","Regional_District","0.058","39-40","~1.5 hr","Heavy JKRTC + private + tourist taxi traffic; frequent service Srinagar-Tangmarg (gateway to Gulmarg)","OK - dest ~37 km straight-line, consistent","2","plausible","PASS","Srinagar-Tangmarg is ~39-40 km via NH701 (Narbal-Magam-Kunzer), matches modelled 40.6 km. Well-served corridor (Gulmarg gateway). Coords good, KM delta tiny.","charzanholidays.com/srinagar-to-gulmarg-distance; brownchinarkashmir.com; travelmykashmir.com"
"SRPW02043904","Srinagar to Tral Nowdal","34.07457,74.820502","33.928106,75.106839","39.5","118.5","50","4","Regional_District","0.05","36-45","~1 hr","JKRTC + private/sumo serve Srinagar-Pampore-Awantipora-Tral regularly","OK - dest at Tral/Nowdal ~31 km straight-line, consistent","-2","plausible","PASS","Nowdal is 2 km from Tral, ~36 km from Srinagar (onefivenine); other sources give Srinagar-Tral ~45 km via Tral Nowdal Road. Modelled 39.5 km sits in range. Coords good.","onefivenine.com/.../Tral/Nowdal; distancefrom.co.in srinagar-to-tral; yatra.com"
"SRKW02013903","Srinagar to Trehgam KUP","34.07457,74.820502","34.517519,74.174306","96.17","288.5","50","7","Regional_District","0.15","~108","~2.5 hr","JKRTC/private Srinagar-Kupwara-Trehgam; modest frequency, not 50-min","OK - dest near Trehgam (Kupwara) ~77 km straight-line, consistent","-11","UNDER slightly","REVIEW","Trehgam ~21 km beyond Kupwara; Srinagar-Kupwara ~86-87 km + 21 km = ~108 km vs modelled 96 km (~11% under). Corridor real, coords good. 50-min headway optimistic for a far rural town. Fix: bump road km / lengthen headway.","distancesfrom.com kupwara-to-Trehgam; yatra.com srinagar-to-kupwara; distancebetween2.com"
"SRBR02023902","Srinagar to URI Baramulla","34.07457,74.820502","34.145081,74.183855","77.618","232.9","50","6","Regional_District","0.131","100-102","~2.5-3 hr","JKRTC + private run Srinagar-Baramulla-Uri (NH1); regular but not 50-min on the Uri leg","OK - dest at Uri ~59 km straight-line, consistent","-24","UNDER","REVIEW","Uri via Baramulla on NH1 is ~100-102 km by road (distancesfrom 102 km) vs modelled 77.6 km - ~24% under. Engine likely under-routed the Baramulla-Uri mountain leg. Coords good. Corridor real, well-served to Baramulla, thinner Baramulla-Uri (border/army area). Fix: correct road km to ~100 km, refleet/headway.","en.wikipedia.org/wiki/Srinagar-Baramulla_highway; distancesfrom.com srinagar-to-Uri (102 km); nativeplanet.com"
"SRBP02033902","Srinagar to Vijipopra","34.07457,74.820502","34.27866,74.617075","34.662","104.0","50","4","Regional_District","0.028","30-35","~50-60 min","Private/sumo serve Sumbal-Sonawari (Bandipora) belt; JKRTC limited","OK - dest in Sonawari/Sumbal (Bandipora) ~29 km straight-line, consistent","8","plausible","PASS","Vijpora is a village in Sonawari tehsil (Sumbal area), Bandipora; coords match the Sumbal/Hajin belt. Road ~30-35 km vs modelled 34.7 km. Coords and km sane.","census2011.co.in sonawari-bandipora; bandipore.nic.in/village-panchayats; onefivenine.com Bandipora/Sumbal"
"ANSR06020239","Uttersoo to Srinagar","33.707675,75.302146","34.07457,74.820502","73.746","221.2","50","6","Regional_District","0.23","~70-74","~1.5-2 hr","JKRTC + private serve Srinagar-Anantnag-Achabal-Shangus; Uttersoo on the Shangus/Kokernag side","OK - origin Utrasoo in Shangus block ~60 km straight-line, consistent","2","plausible","PASS","Utrasoo (Uttersoo) is a village in Shangus block, Anantnag, near Achabal (~56 km) + ~7-8 km = ~63-74 km. Modelled 73.7 km within range. Coords good. Tourist-tagged (Kokernag/Achabal belt) reasonable.","onefivenine.com Anantnag/Shangus/Utrasoo; anantnag.nic.in/howto-reach; distancesfrom.com"
"KGSR03020539","Yaripora to Srinagar","33.722227,75.01625","34.07457,74.820502","64.929","194.8","50","5","Regional_District","0.108","60-68","~1.5 hr","JKRTC + heavy private/sumo Srinagar-Kulgam-Yaripora corridor; well-served","OK - origin Yaripora (Kulgam) ~43 km straight-line, consistent","1","plausible","PASS","Yaripora is a town in Kulgam district; Srinagar-Kulgam ~66-69 km by road, Yaripora slightly nearer (~60-68 km). Modelled 64.9 km in range. Coords good.","en.wikipedia.org/wiki/Kulgam_district; distancesfrom.com srinagar-to-kulgam (66 km); distancebetween2.com"
