Route_Code,Route_Name,Eng_O,Eng_D,Eng_KM,Eng_Cycle_Min,Eng_Headway,Eng_Fleet,Eng_Type,Eng_Load,Real_RoadKM,Real_OneWay_Time,Real_Service,Coord_Check,KM_Delta_Pct,Time_Check,Verdict,Finding,Sources
"SRBG02022203","LD to Budgam","34.081954,74.805892","34.006185,74.641626","21.784","108.9","35","5","Peri_Urban","0.042","14","~25-30 min","JKRTC/private minibuses run Srinagar-Budgam frequently; no dedicated SSCL e-bus on this corridor (CMP_Trunk=False)","OK - both LD (Lal Demb/Lal Ded area near Jehangir Chowk) and Budgam town are real places; haversine ~17.3km vs engine 21.8km road is plausible given road circuity","56","One-way modelled ~54 min vs real ~25-30 min is generously long but explainable by congestion+detour via Chadoora-style roads; not impossible","REVIEW","Multiple independent sources (Yatra, ClearCarRental, MapsOfIndia) converge on Srinagar-Budgam direct road distance of 9-14km, well under the engine's 21.8km; even allowing for LD not being the literal city centre, the modelled distance looks ~50-60% too long for a direct LD-Budgam corridor unless routed via a long detour.","yatra.com, clearcarrental.com, mapsofindia.com"
"SRPW02022202","LD to Pampore","34.081954,74.805892","34.010891,74.912941","15.854","79.3","35","4","Peri_Urban","0.037","14-16","~16 min","JKRTC and private minibuses serve Srinagar-Pampore corridor regularly (NH44 saffron-town route); no SSCL trunk here","OK - LD (near Jehangir Chowk/Dalgate) and Pampore (saffron town, Pulwama dist) are real and well-documented places; haversine ~12.6km vs engine 15.9km is sensible for road","13","One-way modelled ~40 min vs real ~16 min is on the slow side but plausible with Srinagar exit congestion + NH44 traffic near Pampore","PASS","Distance and corridor check out within tolerance (multiple sources agree on 14-16km Srinagar-Pampore); travel time is on the high side for a 14-16km stretch but within plausible congestion bounds for this NH44 approach corridor.","distancebetween2.com, rome2rio.com, yatra.com"
"SRSR02022529","Ma Road to Parimpora","34.040034,74.877958","34.111187,74.747451","18.669","93.3","35","4","Peri_Urban","0.031","12-14","~20-25 min","Parimpora is a major Srinagar inter-district bus stand; MA Road is a known intra-city corridor; private minibuses commonly run MA Road-Parimpora","OK - both MA Road (a real, well-known 12.5km-long Srinagar road) and Parimpora (major bus terminus) are unambiguous real places; haversine ~14.4km vs engine 18.7km road is consistent with city street routing","35","One-way modelled ~47 min vs real ~20-25 min is long but explainable by intra-city congestion and multiple turns","REVIEW","Corridor and coordinates are sound (both real, well-documented Srinagar landmarks), but no source gave an exact MA Road-to-Parimpora figure; engine's 18.7km is plausible for a winding intra-city route through Srinagar's congested core, but the modelled cycle time runs noticeably slower than expected for an 18-19km city route.","geoiq.io, mappls.com, kashmirlife.net"
"BGSR02020820","Narbal to Jehangir Chowk","34.090399,74.658247","34.071881,74.804719","21.634","108.2","35","5","Peri_Urban","0.072","16-18","~18-20 min","Real existing public transport corridor - tellmyroute documents a 21-stop Bus Route 10 from Narbal Crossing to Pantha Chowk passing through this area; JKRTC/private minibuses ply Narbal-Srinagar regularly","OK - Narbal (Budgam, on NH1 Srinagar-Baramulla road, ~13-18km from Srinagar) and Jehangir Chowk (central Srinagar landmark) both verified real; haversine ~13.65km vs engine 21.6km is plausible for the NH1 + city-centre routing","20","One-way modelled ~54 min vs real ~18-20 min is markedly long for this distance even with congestion","REVIEW","Corridor strongly verified as real and currently operated (existing Bus Route 10 Narbal Crossing-Pantha Chowk documented on tellmyroute with 21 stops); sources put Narbal at roughly 16-18km from Srinagar via the Gulmarg road, somewhat under the engine's 21.6km, and the modelled one-way time of ~54 min looks too slow for this stretch.","tellmyroute.com, distancesfrom.com, prokerala.com"
"SRBG02022701","Pantha Chowk to Agri Kalan Kanihama via Bypass","34.044708,74.833526","34.100032,74.646582","23.59","118.0","15","10","Peri_Urban","0.107","21-23","~30-35 min","CMP_Trunk=True; SSCL e-bus network extension via the Bypass to the Kanihama/Agri Kalan corridor on the Srinagar-Gulmarg road","OK - Pantha Chowk (major SSCL hub, southeast Srinagar) and Kanihama/Agri Kalan (Budgam, confirmed ~21km from Srinagar, ~1.5km from Kanihama on Srinagar-Gulmarg road) both real and documented; haversine ~18.3km vs engine 23.6km is consistent with via-Bypass routing (deliberately longer than straight line)","10","One-way modelled ~59 min vs real ~30-35 min driving is slow but plausible for an SSCL trunk with multiple stops (15-min headway implies a stopping service not an express)","PASS","Real road distance (~21km Srinagar/Agri Kalan-Kanihama per onefivenine.com) is close to engine's 23.6km once the explicit via-Bypass detour is accounted for; 15-min headway with 10 buses is consistent with an SSCL trunk service.","onefivenine.com, distancesfrom.com"
"SRBG02022708","Pantha Chowk to Narbal Crossing via Sonwar Jehangir Chowk Qamarwari","34.044708,74.833526","34.111098,74.683892","19.752","98.8","15","9","Peri_Urban","0.084","16-18","~22-25 min","CMP_Trunk=True; matches the documented existing SSCL/JKRTC Bus Route 10 (Narbal Crossing to Pantha Chowk, 21 stops, via Shalteng) found on tellmyroute - i.e. this corridor is currently operating","OK - Pantha Chowk and Narbal Crossing (on Lawaypora/Baramulla-Srinagar Road) are both real, and the via-list (Sonwar, Jehangir Chowk, Qamarwari) matches a sensible east-to-northwest cross-city alignment; haversine ~15.6km vs engine 19.8km is consistent with the documented 21-stop routing","17","One-way modelled ~49 min vs real ~22-25 min is slow but plausible for a 21-stop stopping service through central Srinagar's most congested junctions (Jehangir Chowk, Qamarwari)","PASS","This is one of the best-verified routes in the batch: an existing public Bus Route 10 (Narbal Crossing-Pantha Chowk via Shalteng, 21 stops) is independently documented on tellmyroute.com, directly corroborating both the corridor and the CMP_Trunk=True flag; distance and time are within reasonable bounds for a real multi-stop service.","tellmyroute.com, onefivenine.com"
"SRBR02042701","Pantha Chowk to Palhalan via Sangrama Sopore","34.044708,74.833526","34.18312,74.543746","36.463","182.3","15","15","Peri_Urban","0.147","33-36","~45-55 min","CMP_Trunk=True; lies on the documented SSCL/JKRTC inter-city Srinagar-Baramulla corridor (NH1) - Palhalan is a confirmed real bus stop on this road","OK - Pantha Chowk, Sangrama, Sopore and Palhalan are all real, well-documented places strung along NH1 (Srinagar-Baramulla highway); haversine ~30.8km vs engine 36.5km is sensible for the highway+town detours via Sangrama and Sopore","5","One-way modelled ~91 min vs real ~45-55 min for ~33-36km is slow but plausible for an e-bus stopping service through Sopore town centre and multiple village transits","PASS","Corridor is real and well-corroborated: Palhalan is a confirmed bus stop on the Baramulla-Srinagar road (tellmyroute.com), and the route's detour via Sangrama and Sopore (Srinagar-Sopore via Sangrama documented at 47km, with Palhalan falling short of Sopore) is consistent with the engine's 36.5km. 15-min SSCL-style headway with 15 buses is high but plausible for a long trunk extension.","tellmyroute.com, distancesfrom.com, yatra.com"
"SRGB02032704","Pantha Chowk to Sumbal","34.044708,74.833526","34.264255,74.65946","35.736","178.7","15","14","Peri_Urban","0.191","27-31","~40-50 min","CMP_Trunk=True; Sumbal lies on the documented SSCL/JKRTC corridor toward Bandipora via Ganderbal/Manasbal; private/JKRTC buses regularly serve Srinagar-Sumbal","OK - Pantha Chowk and Sumbal (Bandipora district, on the Srinagar-Bandipora road via Ganderbal) are both real and documented; haversine ~29.2km vs engine 35.7km is plausible for the Ganderbal-route alignment","20","One-way modelled ~89 min vs real ~40-50 min for ~27-31km is on the slow side even accounting for a 14-stop stopping service","REVIEW","Corridor and endpoints check out (Sumbal documented at roughly 19-31km from Srinagar depending on the reference point and route taken), and the 35.7km vs ~27-31km figure is within the wider tolerance for this route length, but the modelled one-way time of ~89 minutes is markedly slower than the ~40-50 min expected for this distance even with multiple stops - flagged as the largest time outlier in this batch.","distancebetween2.com, distancesfrom.com, rome2rio.com"
"SRBG02022903","Parimpora to Budgam","34.111187,74.747451","34.006185,74.641626","31.385","156.9","35","6","Peri_Urban","0.05","13-21","~25-30 min","JKRTC and private minibuses regularly serve Parimpora-Budgam (Parimpora is the main inter-district bus stand); no dedicated SSCL trunk on this leg","OK - Parimpora (major Srinagar bus terminus) and Budgam town are both real and well-documented; haversine ~15.2km vs engine 31.4km is far larger than the typical quoted road distance for this corridor","65-85","One-way modelled ~78 min vs real ~25-30 min for 13-21km is disproportionately long","REVIEW","Multiple sources converge on a 9-21km Srinagar/Parimpora-Budgam road distance (yatra.com 9-10km; citymeter.net/distancesfrom.com 13-21km), but the engine models this leg at 31.4km, well above that band; this looks like the engine routing a longer detour than the real shortest road path between these two points, the largest distance discrepancy found in this batch and worth an engineering check even though both endpoints individually are correctly placed.","yatra.com, citymeter.net, distancesfrom.com, mapsofindia.com"
"SRBG02032901","Parimpora to Chadora","34.111187,74.747451","33.943466,74.79875","25.752","128.8","35","5","Peri_Urban","0.161","14-22","~28-32 min","Private minibuses/sumos regularly connect Parimpora-Chadoora (Chadoora is a tehsil headquarters in Budgam, on the route to Charar-e-Sharief); no dedicated SSCL trunk","OK - Parimpora and Chadoora (Budgam district tehsil town) both real and documented as connected by shared transport; haversine ~19.24km vs engine 25.75km is plausible for road routing","17-84","One-way modelled ~64 min vs real ~28-32 min for ~14-22km is slow but plausible given Budgam rural-road conditions and multiple stops","REVIEW","Corridor independently corroborated (sources confirm shared sumo/bus services run from Chadoora/Charar-e-Sharief to Srinagar's Parimpora, Batamaloo or Lal Chowk stands), and Srinagar-Chadoora is documented at 14km by some sources though up to 22km by others including the connector road; engine's 25.75km runs on the high side of this range (roughly 17-84% over depending on the reference figure used) - flagged for a routing recheck similar to the Budgam-bound routes above, though less severe.","alldistancebetween.com, distancesfrom.com, etourismkashmir.com"
"SRSR02012903","Parimpora to Harwan via Brein Nishat","34.111187,74.747451","34.151638,74.917667","23.249","116.2","15","10","Peri_Urban","0.192","19-22","~28-32 min","CMP_Trunk=True, Tourist=True; consistent with documented SSCL Route 1 (Parimpora to Harwan) - directly corroborated by an independent source listing SSCL's 16 routes","OK - Parimpora, Brein, Nishat and Harwan (near Dachigam/Shalimar gardens) are all real, well-known Srinagar localities on the lakeside tourist corridor; haversine ~16.3km vs engine 23.25km is sensible for the lakeside detour via Brein-Nishat","9-22","One-way modelled ~58 min vs real ~28-32 min is slow but plausible for a tourist-corridor stopping service through Nishat/Shalimar congestion","PASS","Strongly corroborated: an independent source explicitly lists 'Route one will ply from Parimpora to Harwan' as part of SSCL's published 16-route e-bus network, directly matching this route's CMP_Trunk=True flag, name, and endpoints; distance is within tolerance and the slower time is explainable by the touristy lakeside roads via Brein/Nishat.","kashmirlife.net, distancebetween2.com, tourmyindia.com"
