Route_Code,Route_Name,Eng_O,Eng_D,Eng_KM,Eng_Cycle_Min,Eng_Headway,Eng_Fleet,Eng_Type,Eng_Load,Real_RoadKM,Real_OneWay_Time,Real_Service,Coord_Check,KM_Delta_Pct,Time_Check,Verdict,Finding,Sources
"SRSR02022920","Parimpora to Jehangir Chowk","34.111187,74.747451","34.071881,74.804719","20.711","103.6","35","4","Peri_Urban","0.095","18-21","30-35 min","Real corridor; part of SSCL e-bus Route 9 circular (Parimpora-Bemina Bypass-Qamarwari-Cement Bridge-Noorbagh-Sakidafar-Rajouri Kadal-Bohri Kadal-Munawarabad-M.A.Road-Jehangir Chowk-back to Batamaloo). Haversine straight-line only 6.85 km, so the real corridor is a winding circular route through downtown, not a direct link.","OK (both real, well-known Srinagar localities; haversine 6.85 km vs winding road path is consistent with the published circular alignment)","-2","Plausible: one-way ~51.8 min for ~19-20 km downtown winding route through congested old-city lanes (Rajouri Kadal/Bohri Kadal) is realistic given Jhelum-side congestion.","PASS","Engine KM (20.7) matches the real winding e-bus Route 9 alignment closely since this is not a direct road but a circular downtown loop; straight-line haversine (6.85 km) is irrelevant here because the documented route winds via Cement Bridge/Noorbagh/Rajouri Kadal/Bohri Kadal.","kashmirlife.net e-bus route chart,kashmirobserver.net e-bus article,onefivenine.com Parimpora/Jehangir Chowk"
"SRSR02012907","Parimpora to Naseem Bagh via Noorbagh Gojwara Mill Stop","34.111187,74.747451","34.133405,74.838555","15.058","75.3","15","7","Peri_Urban","0.067","13-16","20-25 min","Real corridor; consistent with SSCL e-bus Route 11-type alignment (Doodh Ganga Road-Chotta Bazar-Nawakadal-Rajouri Kadal-Gojwara-Hawal-Alamgari Bazar-Mill Stop-Botakadal-Lal Bazar-Saderabal-Hazratbal/Naseem Bagh University area). Naseem Bagh sits ~7-10 km from Lal Chowk; haversine Parimpora-Naseem Bagh 8.74 km.","OK (both real places; haversine 8.74 km vs engine 15.06 km gives a circuity factor ~1.7, plausible for the cited via-Gojwara-Mill Stop winding alignment).","~10-15 (using 13 km midpoint of plausible via-route estimate)","One-way ~37.6 min for 15 km via crowded Gojwara/Nowhatta lanes is plausible (slow downtown pace).","PASS","Real named via-points (Noorbagh, Gojwara, Mill Stop) match published e-bus alignments serving this corridor (Route 11-style); 15-min CMP_Trunk headway with 7 buses is consistent with SSCL e-bus service levels on a Hazratbal-adjacent feeder.","kashmirlife.net e-bus route chart,thrillophilia.com Naseem Bagh,onefivenine.com Nasim Bagh"
"SRPW02022902","Parimpora to Pampore","34.111187,74.747451","34.010891,74.912941","23.817","119.1","35","5","Peri_Urban","0.029","20-24","30-35 min","No SSCL/CMP route found directly Parimpora-Pampore; Pulwama-Srinagar private minibuses/JKRTC commonly route via Pantha Chowk-Pampore corridor on NH44.","OK (both real places; haversine Parimpora-Pampore 18.89 km vs multiple sources giving Srinagar(centre)-Pampore at 14-17 km; Parimpora is further out on the NW side so a longer total via-city path is expected).","~5-19 depending on which Pampore-Srinagar baseline used; using city-centre 14-17 km midpoint ~15.5 km vs Parimpora-specific 20-24 km estimate, delta ~15-20%","One-way ~59.5 min for ~22 km crossing the whole city plus NH44 to Pampore is plausible given downtown crossing + highway segment.","REVIEW","Standard published Srinagar(centre)-Pampore distance is only 14-17 km; engine's Parimpora-origin distance of 23.8 km is higher because Parimpora sits NW of centre, adding a cross-city leg before NH44 to Pampore -- plausible but no source pins this exact O-D pair, so flagging for the extra cross-city leg assumption.","distancebetween2.com Pampore-Srinagar,distance.org.in Srinagar-Pampore,Wikipedia Pampore"
"SRSR02022927","Parimpora to Pantha Chowk","34.111187,74.747451","34.028571,74.905785","21.307","106.5","35","5","Peri_Urban","0.038","16-19","25-30 min","Real corridor; Parimpora-Pantha Chowk Semi-Ring/Bypass road is explicitly documented (designed for ~80 km/h free flow, ~10-12 min ideal); Pantha Chowk itself is 15-16 km from Srinagar Airport/city via Uber intercity listing (16 km).","OK (both real, well-documented Srinagar termini; haversine 17.24 km close to engine's 21.3 km, circuity ~1.24x consistent with a bypass road).","~12-17 (using bypass-road citation of ~13-16 km and Uber's 16 km Pantha Chowk-Srinagar figure)","One-way ~53.25 min for 21 km on what is described as a high-speed bypass is on the slow side but explained by documented \"compromised design\" congestion/bottlenecks on this exact stretch per Brighter Kashmir reporting.","PASS","The Parimpora-Pantha Chowk Semi-Ring Road is a named, documented corridor; engine's higher minutes vs the ideal 10-12 min free-flow figure is explained by the cited congestion/bottleneck issues on this specific bypass.","brighterkashmir.com Panthachowk-Parimpora Semi-Ring Road,uber.com Panthachowk-Srinagar,distancesfrom.com Pantha Chowk"
"SRSR02022932","Parimpora to Rangrath","34.111187,74.747451","34.013161,74.799413","19.812","99.1","35","4","Peri_Urban","0.073","14-18","25-30 min","No direct published distance found for Parimpora-Rangreth specifically; Rangreth (Srinagar Airport-adjacent industrial/residential area) is well documented as a real locality south of the city, served by Waze and other navigation sources.","OK (both real places; haversine 11.90 km vs engine 19.81 km gives circuity ~1.66x, on the high side for this distance band but plausible through congested city core).","~10-30 depending on baseline; using ~16 km midpoint estimate from comparable Srinagar cross-city legs, delta approx +24%","One-way ~49.5 min for ~20 km crossing the city (Parimpora NW to Rangreth S near the airport) is plausible.","REVIEW","No direct source confirms the Parimpora-Rangreth road distance; haversine-to-engine circuity ratio (1.66x) is higher than comparable Parimpora routes in this batch, worth a coordinate/path re-check though not impossible for a cross-city corridor.","waze.com Rangreth directions,mappls.com Parimpora Bus Stop,onefivenine.com Srinagar localities"
"BRBR01020202","Pehilpora to URI via Baramulla","34.1981,74.364653","34.145081,74.183855","25.43","127.2","35","5","Peri_Urban","0.854","20-25","30-40 min","Real corridor; Baramulla-Uri is a well-documented road (49-50 km per most sources, some report 39 km). ""Pehilpora"" appears to be a village along this corridor closer to Uri than Baramulla town itself (engine O coords ~34.198,74.365 sit a few km from Baramulla town centre toward Uri direction), shortening the remaining stretch to Uri. JKRTC/private bus services Srinagar-Uri and Baramulla-Uri are documented as operating.","OK (URI and Baramulla both real, well-documented; ""Pehilpora"" not independently verifiable by name but coordinates place it plausibly along the Baramulla-Uri road, consistent with a way-point village).","~0-10 (haversine 17.65 km lower bound vs ~20-25 km road estimate; small-to-moderate)","One-way ~63.6 min for ~25 km on the Baramulla-Uri road (checkpoints/security stops near the LoC) is realistic.","REVIEW","Could not independently verify ""Pehilpora"" as a named locality; engine distance is roughly half the full Baramulla-Uri road (49-50 km), consistent with Pehilpora being a midpoint village, but confirm against a gazetteer.","distancesfrom.com Baramulla-Uri; facebook.com Baramulla-Uri-Kupwara; greaterkashmir.com Uri-Srinagar bus service"
"ANAN05010101","Phalgam to Anantnagh","34.015555,75.327115","33.74535,75.186081","39.73","198.6","35","7","Peri_Urban","1.228","45-46","60-75 min","Real, well-known corridor; Pahalgam-Anantnag is a standard tourist/local route served by JKRTC, private taxis and minibuses; widely documented distance of 45-46 km road / ~31 km aerial.","OK (both real, prominent places; engine's 39.73 km falls between the 31 km aerial and 45-46 km road figures, suggesting the engine's road-network distance may be slightly short of the true paved-road distance).","-13 (using 45.5 km midpoint of the 45-46 km range)","One-way ~99.3 min for ~40 km in a tourist hill corridor (Pahalgam approach has winding hill roads) is plausible, possibly even on the fast side for the true 45-46 km route.","REVIEW","Engine's 39.73 km is about 13% short of the well-documented 45-46 km real road distance between Pahalgam and Anantnag; within this batch's wider tolerance for longer peri-urban/tourist routes it is borderline-acceptable but worth a coordinate/routing recheck since multiple independent sources agree on 45-46 km.","yatra.com Anantnag-Pahalgam,distancebetween2.com Pahalgam-Anantnag,cliffhangersindia.com Anantnag-Pahalgam taxi fare"
"PWSR03020539","Pulwama to Srinagar","33.875628,74.900457","34.07457,74.820502","28.043","140.2","35","6","Peri_Urban","0.088","26-32","35-45 min","Real, major corridor; Pulwama-Srinagar is a primary district HQ-to-capital route served by JKRTC, redBus operators (Speed Bus etc.) and private minibuses on NH44, with frequent daily service.","OK (both real, major hubs; engine 28.04 km falls squarely within the commonly cited 26-32 km range).","~0-2 (28.04 km vs 26-32 km range midpoint ~29 km)","One-way ~70.1 min for ~28 km is on the slower side of typical reported travel times (~28-31 min one-way per multiple sources at normal traffic) but explainable by stops/layover built into the modelled cycle and any congestion near the city entry.","PASS","Engine distance (28.0 km) lands inside the well-sourced 26-32 km range for this major, heavily-documented corridor; real services (redBus Speed Bus, JKRTC) already operate this route, confirming demand and corridor reality.","redbus.in Pulwama-Srinagar,distancebetween2.com Pulwama-Srinagar,pulwama.gov.in how-to-reach"
"SRSR02023003","Qamarwari to Baghi Mehtab","34.094819,74.766082","34.016517,74.812674","16.223","81.1","35","4","Peri_Urban","0.179","9-12","20-25 min","No direct published source for Qamarwari-Bagh-e-Mehtab distance; both are real, well-documented intra-Srinagar localities (Qamarwari near Bemina Bypass; Bagh-e-Mehtab ~7 km from Lal Chowk near Nowgam/Rawalpora).","OK (both real, documented localities; haversine 9.71 km vs engine 16.22 km gives circuity ~1.67x, high for an intra-city hop of this length).","~35-45 (using ~10-11 km plausible road-distance estimate combining the two localities' city-centre distances)","One-way ~40.55 min for ~16 km within the city is slow but plausible in dense Srinagar traffic; however the underlying distance itself looks inflated relative to both points being close to the southwestern city core.","REVIEW","No direct source for this specific O-D pair, but the circuity ratio (engine 16.22 km vs haversine 9.71 km, ~1.67x) is the highest among the genuinely intra-city legs in this batch; recommend re-checking the routed path or coordinates for Bagh-e-Mehtab.","Wikipedia Bagh e Mehtab,onefivenine.com Bagh-e-Mehtab,99acres.com Bagh-i-Mehtab"
"SRSR02023027","Qamarwari to Pathachowk","34.094819,74.766082","34.028571,74.905785","19.719","98.6","35","4","Peri_Urban","0.026","14-17","25-30 min","Real corridor; Pantha Chowk (Pathachowk) is documented at ~15-16 km from Srinagar Airport/city centre; Qamarwari is a documented intra-city locality near Bemina Bypass on the western side, so the combined cross-city distance to Pantha Chowk in the southeast is plausible.","OK (both real, well-documented; haversine 14.83 km vs engine 19.72 km, circuity ~1.33x, reasonable for a cross-city diagonal route).","~16-19 (using ~16 km Pantha Chowk-Srinagar baseline plus a few km for the Qamarwari offset)","One-way ~49.3 min for ~20 km diagonally across Srinagar is plausible given typical city traffic.","PASS","Both endpoints are well-documented; the cross-city distance and circuity ratio (1.33x) are reasonable for a Qamarwari (west)-to-Pantha Chowk (southeast) diagonal corridor.","distancesfrom.com Pantha Chowk Srinagar Airport,uber.com Panthachowk-Srinagar,onefivenine.com Qamarwari"
