Route_Code,Route_Name,Eng_O,Eng_D,Eng_KM,Eng_Cycle_Min,Eng_Headway,Eng_Fleet,Eng_Type,Eng_Load,Real_RoadKM,Real_OneWay_Time,Real_Service,Coord_Check,KM_Delta_Pct,Time_Check,Verdict,Finding,Sources
"SRGB01010902","Soura to Gadoora","34.137704,74.802102","34.176015,74.781487","17.862","89.3","35","4","Peri_Urban","0.76","8-10 (Gadoora is cited as ~8km from SKIMS Soura; haversine 4.66km)","20-25 min one-way est.","No specific named JKRTC/SSCL service found for this exact corridor; plausible local minibus/feeder given Gadoora sits on the Srinagar-Ganderbal border just past Soura","Both endpoints real and correctly placed; Gadoora is a genuine Ganderbal border village adjacent to Soura/SKIMS","approx 100 (engine 17.86 vs real ~9, midpoint of road-distance estimate; villageinfo.in states only ~8km from SKIMS Soura)","Engine one-way ~44.6 min vs real est. 20-25 min; plausible if road is indirect/rural but on the high side","REVIEW","Real-world sources (villageinfo.in) state Gadoora is only about 8 km from SKIMS Soura, well under half the engine's 17.86 km Route_KM; likely an over-estimated road path or coordinate/routing issue inflating distance.","villageinfo.in, onefivenine.com"
"SRSR01020901","Soura to Railway Station","34.137704,74.802102","34.024163,74.847251","18.799","94.0","35","4","Peri_Urban","0.052","15-17 (Soura ~9km north of Lal Chowk; Railway Station ~8km from city centre; haversine 13.29km)","30-35 min one-way est. given city congestion","No single named JKRTC service found directly, but Soura-Lal Chowk-Railway corridor is served by city buses/minibuses; Soura to Lal Chowk segment well documented","Both endpoints real and correctly placed (Soura locality, Srinagar Railway Station)","approx 15-20 (engine 18.8 vs real est. 15-17, within tolerance)","Engine one-way ~47 min vs real ~30-35 min; plausible given Jhelum-area and downtown congestion noted in engine constants","PASS","Corridor and coordinates check out; KM and time are within plausible range for a congested intra-city route via downtown Srinagar.","onefivenine.com, Wikipedia Soura Srinagar, Wikipedia Srinagar railway station"
"SRKG02033901","Srinagar to Bugam","34.07457,74.820502","33.690119,75.025633","62.557","312.8","35","11","Peri_Urban","0.177","62-68 (Kulgam town ~68km from Srinagar per kulgam.nic.in; Bugam is a village in Kulgam tehsil, slightly closer; haversine 46.76km)","100-110 min one-way est. on hill/rural roads","JKRTC operates Srinagar-Kulgam regional services; Bugam itself not separately named in JKRTC timetable but lies on/near the Kulgam corridor","Both endpoints real; Bugam confirmed as a genuine village under Kulgam tehsil, Anantnag/Kulgam district; coordinate consistent with Kulgam-area placement","approx -8 (engine 62.557 vs real ~65-68 midpoint ~66.5, engine slightly under, within tolerance)","Engine one-way ~156 min vs real est. 100-110 min; engine longer, plausible for a long rural multi-stop regional route with layover","PASS","Corridor and distance are realistic for a Srinagar-Kulgam-area regional route; cycle time on the high side but acceptable for a long rural corridor with stops.","kulgam.nic.in, mapsofindia.com, Wikipedia Kulgam"
"SRGB02023901","Srinagar to Gund","34.07457,74.820502","34.257896,75.088684","57.421","287.1","35","11","Peri_Urban","0.443","55-60 (Gund lies on NH1 between Ganderbal ~21km and Sonamarg ~80km from Srinagar; estimated 55-60km; haversine 32.01km)","85-100 min one-way est. on mountain highway","JKRTC/SRTC operates Srinagar-Sonamarg buses via Ganderbal-Kangan-Gund corridor; Gund is a known stop on this route","Both endpoints real; Gund is a genuine tehsil/town on the Srinagar-Sonamarg NH1 highway in Ganderbal district","approx 0 (engine 57.4 vs real est. ~57.5 midpoint, well matched)","Engine one-way ~143.6 min vs real est. 85-100 min; engine notably higher but mountain road with possible seasonal/traffic delays could explain some of the gap","REVIEW","Distance matches well, but the modelled cycle time runs noticeably longer than typical real-world estimates for this NH1 corridor; verify if congestion/layover assumptions for this hill route are appropriately calibrated.","ganderbal.nic.in, ninemash.com, etourismkashmir.com"
"SRPW02033903","Srinagar to Lettar","34.07457,74.820502","33.874121,74.898327","28.413","142.1","35","6","Peri_Urban","0.091","26-32 (Lettar is a Pulwama-area village; Pulwama town itself is 26-32km from Srinagar per multiple sources; haversine 23.42km)","45-55 min one-way est.","No JKRTC service specifically named for Lettar; general Srinagar-Pulwama corridor well served by JKRTC and private buses","Both endpoints real; Lettar is a genuine Pulwama-district village near the Pulwama-Srinagar corridor","approx 0 (engine 28.4 vs real est. ~29 midpoint, well matched)","Engine one-way ~71 min vs real est. 45-55 min; engine higher but plausible with rural stops/layover added to the Pulwama corridor base time","PASS","Distance and corridor are well supported; cycle time runs a bit long but within acceptable bounds for a multi-stop rural feeder.","distancebetween2.com, yatra.com, distancefromto.net"
"SRGB02034001","TRC to Central University Ganderbal via Karan Nagar Zoonimar 90ft Road","34.083498,74.808812","34.272563,74.824405","27.314","136.6","15","12","Peri_Urban","0.44","21-25 (Central University Ganderbal campus is beyond Ganderbal town, which itself is ~15-21km from Srinagar/TRC; haversine 21.07km)","35-45 min one-way est. on city-out-of-city corridor","SSCL/CHALO e-bus network operates a TRC-Ganderbal-area corridor (article confirms a planned/possible TRC-Ganderbal service); CMP_Trunk flag True is consistent with SSCL backbone routes","Both endpoints real; TRC (Tourist Reception Centre, Srinagar) and Central University of Kashmir's Ganderbal campus are genuine, well-documented locations","approx 15-20 (engine 27.3 vs real est. ~23 midpoint, on the high end but within tolerance for a longer route)","Engine one-way ~68.3 min vs real est. 35-45 min; engine notably higher, plausible given multiple via-points (Karan Nagar, Zoonimar, 90ft Road) adding distance/stops not captured in a direct-route estimate","REVIEW","The named via-points (Karan Nagar, Zoonimar Road, 90ft Road) make this a genuinely longer in-city-plus-suburban routing than a direct Srinagar-Ganderbal estimate, which likely explains both the higher KM and time versus straight-route benchmarks; recommend confirming via-point sequencing matches a realistic non-circuitous path.","kashmirlife.net (Red Buses route chart), ganderbal.nic.in, distancebetween2.com"
"SRPW02034005","TRC to Pulwama via Nowgam Kaanipora","34.083498,74.808812","33.871436,74.898398","29.364","146.8","15","12","Peri_Urban","0.159","26-32 (Srinagar-Pulwama direct ~26-32km per multiple sources; Nowgam-Pulwama Road distance cited at 66km appears to be an outlier/different reference point; haversine 24.99km)","45-55 min one-way est. via Nowgam-Kanipora corridor","SSCL/CHALO operates Batamaloo-Pulwama and related e-bus corridors via similar via-points (Drussu Pulwama via Marwal in C1 batch); CMP_Trunk=True consistent with SSCL backbone","Both endpoints real; TRC and Pulwama town are genuine, well-documented; Nowgam and Kanipora are real intermediate Srinagar-side localities on this corridor","approx 0 (engine 29.4 vs real est. ~29 midpoint using the more consistent 26-32km Srinagar-Pulwama figures, excluding the outlier 66km source)","Engine one-way ~73.4 min vs real est. 45-55 min; engine higher but plausible for an e-bus route with multiple via-stops (Nowgam, Kanipora) versus a direct point-to-point estimate","PASS","Distance and time are reasonable once compared against the consistent ~26-32km Srinagar-Pulwama benchmark (the single 66km source for 'Nowgam-Pulwama Road' looks like a different/longer reference route, not used as primary)","distancebetween2.com, yatra.com, alldistancebetween.com"
"PWSR03020939","Wasoora to Srinagar","33.82621,74.971966","34.07457,74.820502","39.631","198.2","35","7","Peri_Urban","0.168","48-50 (Wikipedia: Wasoora is 50km from Srinagar; haversine 30.95km)","75-90 min one-way est. on rural-to-city corridor","No JKRTC service specifically named for Wasoora; general Pulwama-area corridor served by JKRTC/private operators","Both endpoints real; Wasoora is a genuine village in Shahoora Tehsil, Pulwama district, confirmed by Wikipedia with exact distance citation","approx -20 (engine 39.6 vs real 50 per Wikipedia, engine notably under-estimating the real-world figure)","Engine one-way ~99 min vs real est. 75-90 min; engine slightly higher, roughly consistent","REVIEW","Wikipedia states Wasoora is 50 km from Srinagar (and 14 km east of Pulwama HQ), but the engine's Route_KM of 39.6 km is about 20% short of this sourced figure; recommend re-checking the coordinate/routing for Wasoora.","Wikipedia (Wasoora, Pulwama), distancefromto.net"
"SRSR02020223","Baghat Shora to Lalchowk","34.041705,74.802477","34.071262,74.810527","13.003","104.0","35","4","Urban","0.065","3-5 (Baghat/Barzulla area is documented as 2-7km from Lal Chowk depending on exact sub-locality; haversine 3.37km)","10-15 min one-way est. for a short intra-city hop","No single named JKRTC/SSCL route found for 'Baghat Shora' specifically, but Baghat and Lal Chowk are both well within the dense city bus network (e.g., Route 8, Route 9 circular pass nearby)","Both endpoints exist; Baghat Shora maps closely to the Baghat locality near Barzulla/Natipora and Lal Chowk is Srinagar's central hub, but the engine's Route_KM (13km) is far above what a Baghat-Lal Chowk hop should be (~3-7km per sources)","approx 200+ (engine 13.0 vs real est. ~4 midpoint; major over-estimate)","Engine one-way ~52 min vs real est. 10-15 min; engine far higher than expected for such a short urban hop","REVIEW","Baghat (Shora) is documented as only 2-7 km from Lal Chowk by multiple sources (Barzulla ~2km, Bagh-e-Mehtab ~7km), but the engine models a 13 km, 52-minute one-way route for this short intra-city hop -- the routing/coordinate likely picked up a circuitous OSRM path or a less-central 'Shora' sub-point; recommend verifying the exact Baghat Shora coordinate and routing.","onefivenine.com (Baghat locality), distancesfrom.com, latlong.net (Lal Chowk)"
"SRSR02020525","Batamaloo Circular via Khonmoh","34.068715,74.779627","34.041631,74.881908","13.870","98.1","15","9","Urban","0.134","10-13 (no exact source for Khonmoh leg; haversine 9.89km, with circular/via-point road premium typical 25-30% over straight line)","20-25 min one-way est.","SSCL/CHALO 'Route 9 (Circular)' confirmed operating a Batamaloo-based circular loop (Batamaloo, Bemina Bypass, Parimpora, Qamarwari, Cement Bridge, Noor Bagh, Sakidafar, Rajouri Kadal, Bohri Kadal, Munawarabad, M A Road, Jehangir Chowk, Batamaloo) -- a genuine precedent for a Batamaloo circular CMP_Trunk service, though the named via-point here is Khonmoh rather than the cited loop","Both endpoints real; Batamaloo is Srinagar's major bus hub and Khonmoh is a real industrial-area locality southeast of the city; CMP_Trunk=True is consistent with an SSCL circular service precedent","approx 25-30 (engine 13.87 vs real est. ~11 midpoint, on the high side but plausible for a circular route with detour)","Engine one-way ~49 min vs real est. 20-25 min; engine notably higher, but circular/loop routes legitimately run longer due to the loop structure","REVIEW","Real SSCL data confirms a precedent Batamaloo circular e-bus route (the kashmirlife.net 'Route 9' loop), supporting that this corridor type is genuine, but the specific Khonmoh routing and resulting cycle time could not be independently corroborated against a named timetable; treat as plausible but unverified in detail.","kashmirlife.net (Red Buses route chart -- Route 9 circular), onefivenine.com (Khonmoh)"
