Route_Code,Route_Name,Eng_O,Eng_D,Eng_KM,Eng_Cycle_Min,Eng_Headway,Eng_Fleet,Eng_Type,Eng_Load,Real_RoadKM,Real_OneWay_Time,Real_Service,Coord_Check,KM_Delta_Pct,Time_Check,Verdict,Finding,Sources
"SRKW02033902","Srinagar to Khoor","34.07457,74.820502","34.592901,74.136245","111.183","333.5","50","9","Regional_District","0.159","100-115","~3-3.5 h","JKRTC runs Qadir Abad/Trehgam (Kupwara) to Srinagar via Gushi; remote LoC-adjacent Lolab/Trehgam belt served ~1-2/day","OK - dest 34.59,74.14 sits in NW Kupwara (Trehgam/Lolab belt); straight-line ~85 km, road 111 km consistent with mountain switchbacks","2","plausible (remote Kupwara hill road, engine slightly conservative)","REVIEW","Corridor and coords real (Khoor is a hamlet in the Trehgam/Lolab belt of NW Kupwara) and KM is sound. But a flat 50-min headway / 9 buses massively over-provisions a remote border-belt route that realistically runs only 1-2 services/day; size by demand (load 0.159). Note winter/seasonal access not modelled.","jksrtc.co.in/pdf/timekashmirr.pdf, kashmirreader.com (JKRTC Qadir Abad-Srinagar), distancesfrom.com"
"SRKW02033904","Srinagar to Kupwara DAY","34.07457,74.820502","34.52614,74.254895","88.147","264.4","50","7","Regional_District","0.123","85-88","~1.5-2 h","Established JKRTC + private sumo corridor Srinagar-Kupwara, multiple daily services","OK - dest 34.53,74.25 = Kupwara town; straight-line ~70 km, road 85-88 km matches yatra (85-86 km)","1","good (yatra ~1.5 h; engine one-way ~132 min slightly high but plausible for stage-carriage)","PASS","Endpoints and road distance verified against yatra (85-86 km) vs engine 88.1 km (+1%). Real established corridor with frequent service; headway/fleet sane.","yatra.com (85 km), distancebetween2.com, distance.org.in"
"SRBG02043902","Srinagar to Loolpora","34.07457,74.820502","33.856538,74.689486","38.921","116.8","50","4","Regional_District","0.105","30-35","~50-70 min","Beerwah/Khansahib block (Budgam) - local + JKRTC feeder services to Srinagar","OK - dest 33.86,74.69 in SW Budgam (Beerwah/Khansahib belt); straight-line ~28 km, road consistent","17","slightly long but plausible (winding rural Budgam road)","REVIEW","Real Budgam village/corridor; coords correct district. Engine 38.9 km runs ~17% over a likely ~30-35 km road distance (no exact public figure for Loolpora, benchmarked to Beerwah ~27-35 km). Verify routing not detouring.","en.wikipedia.org/wiki/Beerwah, budgam.nic.in, villageinfo.in"
"SRBG02023907","Srinagar to Mirpora Budgam","34.07457,74.820502","34.041268,74.620454","31.366","94.1","50","3","Regional_District","0.036","22-26","~40-55 min","Local Budgam/Chadoora-area services; minibus + shared cabs","OK - dest 34.04,74.62 in west Budgam (Chadoora belt); straight-line ~18.5 km, correct district","31","engine one-way ~47 min vs real ~40-55 min, acceptable","REVIEW","Mirpora is a real Budgam hamlet; coords in correct district. Engine 31.4 km is ~31% over a likely 22-26 km road distance (no exact published figure; benchmarked vs Budgam ~11-14 km and Chadoora ~20 km). KM looks over-modelled.","budgam.nic.in, villagegram.in (Chadoora villages), en.wikipedia.org/wiki/Chadoora"
"SRBG02023909","Srinagar to Narwara Budgam","34.07457,74.820502","34.037344,74.624257","28.415","85.2","50","3","Regional_District","0.029","22-26","~40-55 min","Local Budgam/Chadoora-area services; minibus + shared cabs","OK - dest 34.04,74.62 in west Budgam adjacent to Mirpora; straight-line ~18.5 km, correct district","18","plausible","REVIEW","Narwara is a real Budgam hamlet (adjacent to Mirpora); coords correct district. Engine 28.4 km ~18% over an estimated 22-26 km road distance (no exact public figure). Mild over-model; otherwise sound.","budgam.nic.in, villagegram.in, en.wikipedia.org/wiki/Chadoora"
"SRBG02043903","Srinagar to Pakherpora","34.07457,74.820502","33.815188,74.764185","42.101","126.3","50","4","Regional_District","0.115","40-48","~1-1.25 h","Pakherpora (Yusmarg-side Budgam) shrine town - local + tourist/pilgrim services","OK - dest 33.82,74.76 = Pakherpora town SW Budgam; straight-line ~30 km, road 40-48 km matches","-5","good","PASS","Pakherpora is a real Budgam shrine town ~40-48 km from Srinagar; engine 42.1 km within range (-5%). Coords and corridor verified.","distancebetween2.com (Charari Sharief), travelsetu.com (Pakherpora shrine), budgam.nic.in"
"SRPW02043902","Srinagar to Pasthoon","34.07457,74.820502","33.992068,75.075237","50.003","150.0","50","4","Regional_District","0.094","38-45","~1-1.25 h","Tral/Awantipora belt (Pulwama) - JKRTC + sumo via Pampore-Awantipora","OK - dest 33.99,75.08 in Tral/Awantipora belt E Pulwama; straight-line ~25 km, road via Awantipora plausible","20","engine one-way 75 min somewhat high","REVIEW","Pasthoon is a Tral-tehsil (Pulwama) village; coords correct district. Engine 50.0 km runs ~20% over a likely 38-45 km road via Awantipora (Tral itself is 40 km from Srinagar). KM over-modelled; verify routing.","pulwama.gov.in, en.wikipedia.org/wiki/Tral, yatra.com"
"SRPW02043903","Srinagar to Pinglish","34.07457,74.820502","33.913714,75.132226","43.953","131.9","50","4","Regional_District","0.07","37-44","~1-1.25 h","Tral belt (Pulwama); Pinglish is ~3 km from Tral - local + JKRTC services","OK - dest 33.91,75.13 near Tral; straight-line ~31 km, road 37-44 km via Awantipora-Tral","5","good","PASS","Pinglish is ~3 km from Tral; Tral-Srinagar ~34-40 km so Pinglish ~37-44 km. Engine 44.0 km at upper edge (+5%). Coords and corridor verified.","distancebetween2.com (Srinagar-Tral 33.7 km), yatra.com, onefivenine.com (Tral)"
"SRAN02033901","Srinagar to Qazigund","34.07457,74.820502","33.588827,75.158213","71.019","213.1","50","6","Regional_District","0.126","68-73","~1.25-1.5 h","Major NH44 corridor; heavy JKRTC + private + rail-feeder service, very frequent","OK - dest 33.59,75.16 = Qazigund town S Anantnag; straight-line ~62 km, road 68-73 km matches","1","good","PASS","Qazigund is a real NH44 town; multiple sources give 68-73 km vs engine 71.0 km (+1%). Busy corridor - headway/fleet conservative if anything.","distancesfrom.com (68 km), distancebetween2.com, travelmath.com, rome2rio.com"
"SRPW02033906","Srinagar to Ratnipora","34.07457,74.820502","33.919274,74.94361","25.567","76.7","50","3","Regional_District","0.03","35-40 via Awantipora; ~25 direct","~40-55 min","Ratnipora (~5-6 km W of Awantipora, Pulwama) - local + NH-feeder services","OK - dest 33.92,74.94 near Awantipora E Pulwama; straight-line ~21 km","-29","engine 25.6 km plausible for a direct line but published routings go ~35-40 km via Awantipora","REVIEW","Ratnipora is real (~5-6 km from Awantipora). Published distances route via Awantipora (~35-40 km); engine 25.6 km appears to take a more direct line and may UNDER-model the served corridor by ~29%. Confirm the route actually serves Awantipora/NH.","distancesfrom.com (Pulwama-Awantipora), distancebetween2.com (Srinagar-Awantipora), pulwama.gov.in"
"SRBG02023910","Srinagar to Ratsun","34.07457,74.820502","34.058866,74.594398","28.474","85.4","50","3","Regional_District","0.028","20-24","~35-50 min","Local west-Budgam (Chadoora/Khansahib belt) services","OK - dest 34.06,74.59 in west Budgam; straight-line ~21 km, correct district","25","plausible","REVIEW","Ratsun is a real west-Budgam hamlet; coords correct district. Engine 28.5 km ~25% over an estimated 20-24 km road distance (no exact public figure). Mild over-model.","budgam.nic.in, villagegram.in (Chadoora), en.wikipedia.org/wiki/Chadoora"
"SRGB02033902","Srinagar to Safapora GBL","34.07457,74.820502","34.263978,74.67695","32.954","98.9","50","3","Regional_District","0.036","29-32","~45-55 min","Safapora/Manasbal road off the Sopore highway via Sumbal/Shadipora - regular service","OK - dest 34.26,74.68 = Safapora (Ganderbal, Manasbal area); straight-line ~24 km, road 29-32 km matches","5","good","PASS","Safapora (Manasbal, Ganderbal) is ~29-32 km from Srinagar; engine 33.0 km within range (+5%). Coords and corridor verified.","en.wikipedia.org/wiki/Safapora, viakashmir.in, trawell.in (Manasbal 30 km)"
